12823,Col19a1,0.0000,0.0000,-0.4766,0.0000,-0.0895,-0.4839,-0.4832,-0.4751,0.0000,0.2270,-0.4839,0.6929,0.0000,0.4323,0.0000,0.0000,0.0916,0.0000,0.0000,0.4382,0.0000,0.0000,0.0000,1.0844,0.0187,0.3013,-0.2146,0.0000,-0.4839,-0.4839,0.0000,0.0000,0.0000,-0.2440,-0.4847,0.0000,-0.1660,1.2544,-0.4795,0.0000,0.0000,0.4515,4.0659,0.0000,1.4465,0.0000,-0.4825,0.9718,-0.4825,-0.4685,-0.4015,0.0000,3.2541,-0.4839,0.4691,0.0000,-0.2352,1.0520,0.0000,0.6318,1.9477,0.4235,0.0000,1.1212,2.1118,-0.4847,1.3177,2.5130,0.0000,0.3448,1.1904,1.2956,-0.4803,0.6038,0.0386,0.0000,-0.4810,0.3411,1.3575,0.0953,2.2487,0.4934,0.4500,4.5862,0.6885,1.3847,2.0655,0.6730,0.6097,0.6325,3.4138,0.4772,0.0000,1.2434,0.6686,1.0241,0.9100,2.0198,-0.4346,1.4244,5.0616,0.6384,0.7319,-0.4729,-0.3125,-0.0858,1.0344,2.3238,1.6416,2.0905,0.1181,1.4811,1.5186,0.8025,1.9624,1.0049,1.1175,4.5207,3.2600,2.4474,-0.3942,4.3750,4.6090,0.4846,0.1394,-0.1410,2.1582,0.0000,0.3573,-0.4030,7.1231,3.0686,4.1748,-0.4839,5.3899,1.4649,4.7533,0.0000,4.2337,4.5604,6.7772,1.8866,0.9291,-0.2035,2.2914,-0.4435,0.2800,3.8031,-0.0078,2.6609,0.5626,0.3168,-0.2102,3.0274,3.0370,0.0000,4.7010,1.1595,1.7696,1.7667,5.0859,4.4861,2.8000,2.8463,2.7315,2.2517,0.2138,2.6896,2.8647,-0.0137,0.0000,0.0000,-0.1344,0.0710,0.0000,-0.3581,-0.4391,0.6127,-0.4825,-0.1851,-0.1572,0.0000,0.1365,0.0000,0.0000,1.6364,-0.4162,0.0000,0.0000,1.6747,0.0000,0.4500,-0.4523,0.0000,0.0000,0.0000,0.5545,0.0000,0.0000,0.9998,0.0000,4.6642
17133,Maff,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.7479,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0160,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.2990,0.0000,0.0000,0.0000,0.0000,0.0355,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0160,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
0,n/a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
320209,Ddx11,-0.0363,-0.0271,-0.2200,-0.0179,-0.1649,-0.0638,-0.1649,-0.1833,-0.1557,-0.1465,-0.2108,-0.1557,-0.1465,-0.1465,-0.0730,-0.1924,-0.1006,-0.1006,-0.0730,-0.2200,-0.2292,-0.1098,-0.1373,-0.1924,-0.0822,-0.1924,0.0188,-0.0822,-0.1281,0.0000,0.0000,-0.0914,-0.1557,0.0000,-0.2108,-0.2384,-0.1006,-0.2108,-0.0914,-0.1281,-0.1741,-0.1649,-0.0638,-0.0638,-0.1649,-0.1190,0.1474,-0.0914,-0.0822,-0.2016,-0.1557,-0.1833,0.1474,-0.1190,-0.1741,-0.1190,-0.1281,-0.2108,0.0000,-0.1098,-0.2108,-0.2292,-0.1741,-0.0914,-0.2200,0.0739,-0.0087,-0.0914,0.0000,-0.2292,-0.1649,-0.2108,-0.2108,-0.2108,-0.0914,-0.1924,-0.2108,-0.1373,0.0000,-0.1924,-0.1924,-0.1649,-0.1649,-0.1649,-0.0547,-0.0547,-0.0271,-0.2016,0.1658,0.0000,-0.1373,-0.0547,0.0000,-0.1098,-0.0455,-0.1741,-0.1373,-0.0638,-0.1281,-0.1833,0.2944,-0.0730,-0.0455,-0.1833,-0.1098,-0.1373,-0.0179,0.0000,-0.0455,-0.2200,-0.1281,-0.1741,0.0000,0.0188,-0.0638,-0.1465,-0.1281,-0.0914,-0.1557,-0.1465,0.0000,-0.0638,0.0648,0.1474,0.0005,-0.1741,-0.1465,0.1199,0.0000,-0.1190,0.0739,-0.1006,0.0188,0.0005,-0.1373,-0.1373,0.0000,0.1291,0.0831,-0.2016,0.1566,-0.0455,0.0000,0.0188,-0.1465,0.0000,0.0000,-0.1281,0.1382,0.0096,-0.2384,0.0000,0.0000,0.1199,-0.1924,-0.1741,-0.1649,-0.2016,0.0000,-0.1924,-0.0638,-0.2200,0.0000,-0.0822,0.1015,0.1107,0.0000,-0.1098,-0.0914,-0.1924,0.1474,-0.0730,-0.0730,-0.2108,-0.2108,-0.1924,-0.1465,-0.0914,-0.1741,0.0000,-0.0638,-0.2016,-0.1557,-0.1833,-0.1833,-0.1833,-0.1649,-0.1833,0.0000,-0.1373,0.0372,-0.1833,-0.1281,-0.2200,-0.2016,0.0000,-0.1557,-0.1924,0.0000,-0.2108,-0.0547,-0.1098
0,n/a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,n/a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11517,Adcyap1r1,0.0203,0.0000,0.0000,-0.3249,-0.4434,1.1836,0.1502,-0.1169,-0.5511,0.0369,0.4160,0.4690,0.8769,-0.2367,-0.2273,-0.3589,-0.0016,0.0000,-0.5482,-0.5341,-0.2472,0.0324,0.0992,0.6653,-0.3605,0.5107,1.0554,0.3618,-0.5446,-0.5434,-0.3746,-0.5482,-0.2549,-0.5393,0.5941,0.4893,0.0090,-0.2423,0.2801,0.5221,0.1352,1.7481,1.6101,1.9092,0.0000,0.8324,0.2388,2.1410,-0.4932,0.4015,0.7713,2.0516,-0.5256,-0.0161,1.4151,0.1474,0.8203,1.0991,1.0384,2.9175,1.6312,1.2249,0.0000,-0.0234,0.7499,0.0357,0.4925,2.7472,-0.5478,0.4431,0.5306,-0.1877,0.8539,-0.3945,2.2406,2.8532,0.2388,0.4007,1.8388,0.6402,1.7813,1.2059,0.3250,0.6192,1.0190,0.2817,0.5002,1.3750,0.5475,1.8529,0.5338,-0.5126,-0.5013,1.3605,1.2735,0.6944,1.2508,-0.0327,1.5260,-0.5389,-0.2630,1.8841,1.0724,-0.5507,0.8437,1.3216,1.5551,0.8895,-0.5498,0.1308,-0.5434,-0.5486,1.5328,2.1143,0.5115,1.7611,1.3475,0.1085,0.7215,0.9546,-0.4017,-0.1934,1.0736,4.4964,1.1642,0.8972,1.2277,-0.5486,0.4488,0.4743,-0.3613,1.5765,0.4784,0.6208,-0.5114,3.9951,1.7627,-0.5478,-0.5438,3.6754,-0.1505,2.6408,0.7616,0.3634,1.4260,-0.5369,1.3253,0.1328,1.8076,-0.1144,0.5823,-0.4005,0.7381,1.6429,0.0000,-0.4944,1.4487,1.8683,0.2437,1.2140,-0.2047,0.6960,2.1240,0.4193,2.0508,-0.2650,0.6835,0.9275,-0.4361,-0.5490,0.4019,-0.5502,0.4266,-0.5474,0.1886,0.1279,1.2512,0.3149,0.0814,0.1461,0.5200,0.3311,-0.4212,-0.3864,0.0000,1.6809,0.1983,0.8798,0.0000,0.9587,-0.4119,0.6131,0.0000,-0.3512,-0.5183,-0.4090,-0.5507,0.9461,-0.5490,0.2137,0.0000,-0.3912
432530,Adcy1,0.0000,-0.5344,-0.5451,-0.7495,0.0000,0.0000,0.0000,-0.7832,-0.6293,-0.4900,-0.8123,0.0000,0.0000,-0.6155,-0.8399,-0.4586,-0.8483,0.0000,0.0000,-0.1630,-0.4685,-0.6829,-0.5604,-0.8016,-0.2824,-0.8514,0.0000,-0.8598,-0.8514,-0.3789,-0.2327,-0.8575,0.1058,-0.5512,-0.3766,-0.7388,-0.8529,-0.8399,-0.4976,-0.6967,-0.2434,-0.4348,0.1632,1.3876,0.0000,1.5652,-0.4792,-0.4785,-0.2809,-0.8583,-0.6125,-0.2342,-0.7212,-0.3835,-0.2847,0.2604,-0.7947,-0.8391,0.6747,0.4649,-0.6477,-0.4478,0.0000,-0.7059,0.0032,-0.2396,0.0124,-0.0244,0.1762,-0.5964,0.3110,-0.8560,-0.8590,-0.4838,-0.1768,0.3669,-0.6217,-0.5795,-0.8590,-0.5282,-0.6140,1.6694,-0.7932,-0.8537,-0.2541,0.0215,-0.8575,0.0000,-0.8116,0.0000,-0.2120,0.4036,-0.7618,-0.6845,0.4802,-0.7564,-0.8269,-0.2143,0.0000,-0.4555,0.4373,-0.7342,-0.4900,0.0000,0.0000,0.1287,-0.7381,-0.4210,0.0000,0.3424,0.0000,-0.8330,-0.3958,-0.8598,-0.8407,0.3041,0.0000,1.0736,-0.5550,-0.7204,-0.3950,0.0000,-0.7143,-0.8177,-0.8453,-0.7220,0.1640,-0.8560,-0.6952,0.3477,-0.7373,-0.7174,0.1800,-0.7626,-0.8039,-0.6622,0.0000,2.2888,-0.8590,-0.8399,-0.6959,-0.0183,1.2896,-0.7649,1.4136,-0.6952,-0.5336,-0.8093,-0.3253,-0.4333,-0.2740,-0.6592,-0.8590,2.4443,-0.2327,-0.6063,0.1915,-0.6515,0.1831,0.2903,-0.0581,-0.8468,0.0001,-0.5129,-0.7235,0.3102,1.3455,-0.8430,-0.4042,-0.5757,0.0430,1.4864,-0.7472,0.0001,-0.8598,2.0285,0.1923,-0.7955,-0.2916,-0.1232,1.0622,0.5223,-0.1538,0.1777,-0.0160,-0.3062,-0.8567,0.0000,0.1303,-0.0834,-0.8169,0.0000,-0.8590,-0.7518,1.0936,0.0000,-0.7572,0.0000,-0.8575,0.0000,0.0000,-0.4065
0,n/a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,n/a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12398,Cbfa2t3,0.4242,0.0000,-0.3453,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0680,-0.3677,0.1977,0.0000,0.0000,0.0000,-0.3591,0.0000,0.0000,-0.3695,0.0000,-0.1326,-0.3470,-0.3695,0.0248,0.0000,0.0000,0.0000,-0.3677,-0.3643,0.0000,0.1890,0.5245,0.0000,-0.0600,0.0000,0.3862,0.1873,0.8997,-0.3159,-0.3660,0.0576,-0.3660,-0.3401,0.0000,0.4086,0.0000,0.0000,0.0000,-0.3626,0.4726,0.1493,0.0000,-0.3660,1.1089,0.0000,0.0000,0.0000,-0.2294,0.0000,0.0000,-0.3349,-0.0375,0.0000,-0.0928,0.0000,0.0000,-0.1775,0.0000,-0.3539,-0.3055,-0.2208,0.0000,0.0000,-0.3660,0.2790,0.0000,0.0000,0.0000,0.0000,-0.0997,0.1268,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0317,0.2720,0.0000,-0.3660,-0.3608,0.0000,0.0000,0.0000,0.0000,-0.3677,0.0000,0.1648,0.0000,0.0000,0.0000,0.0000,-0.3660,0.0000,1.5015,0.0905,-0.3677,0.4000,0.0000,0.0000,0.0000,-0.3505,0.0000,-0.3366,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-0.3660,0.0000,1.2611,0.0000,-0.3522,-0.2208,0.0000,0.0000,0.0000,0.0000,1.1574,0.0000,0.0000,0.5452,-0.1706,-0.3522,0.2824,0.0000,0.0000,0.0000,-0.3643,0.0939,0.5746,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.1372,0.4069,-0.3349,0.0000,0.0000,0.0000,0.0000,-0.3660,0.0351,0.1648,0.0000,0.0000,0.0000,0.0611,0.4865,0.0109,0.5072,-0.0721,0.2790,0.0000,0.0000,-0.2484,0.6957,0.0000,0.0000,0.0000,0.0870,-0.0029,-0.3505,0.0957,0.3481,0.0000,0.0000,0.0000,-0.2951,0.0000,0.0000,0.0559,1.1003,0.1026
12661,Chl1,-0.4951,-0.0469,-0.5300,-0.0213,0.2299,-0.6385,-0.5513,-0.5684,-0.6105,0.3598,0.6791,0.5262,-0.3667,-0.3571,-0.8534,0.3130,-0.2020,-0.2729,-0.5591,-0.6424,0.1878,0.3835,-0.7862,0.9366,0.3546,0.0138,-0.1933,-0.4198,0.4075,-0.6274,0.0843,-0.4690,-0.7085,-0.0571,-0.7261,0.3145,-0.3931,0.2702,-0.1068,-0.7723,-0.2007,2.0011,1.4449,1.0776,1.1343,1.1959,1.4690,0.3160,2.1484,1.4770,0.1511,-0.1669,0.6288,0.5494,-0.6363,0.6770,-0.7838,1.4818,1.0911,0.9664,1.1570,0.1711,0.0000,0.8935,0.5169,1.4353,2.1338,1.7043,4.2018,1.6169,5.8001,4.2972,1.4440,1.4655,0.1420,-0.3476,1.2455,1.6881,2.5321,1.2575,2.4614,0.7332,1.1609,3.0345,1.1739,1.9226,2.5289,1.6763,2.3894,1.9664,1.6640,1.4360,0.4358,3.3434,0.0375,0.6449,2.5514,1.9777,1.7803,4.2697,3.8495,2.9703,1.1852,0.6234,2.1100,2.3278,2.1679,2.0549,3.3291,2.6610,0.2642,0.4781,1.2633,1.2375,2.0627,2.6523,1.5579,5.5804,1.2978,1.3872,0.8690,8.0238,2.2117,3.9393,1.2763,2.6330,2.3135,2.7367,-0.1480,0.4047,0.7820,0.7668,0.2863,-0.2706,-0.0278,0.7013,-0.2489,1.0555,-0.8244,-0.1280,1.7154,-0.4155,1.3583,1.3071,1.2572,1.2267,-0.6131,0.1052,2.6998,1.5520,1.3291,-0.0465,0.8945,0.9748,1.2245,0.6711,-0.0614,0.8158,0.5483,0.3084,1.6173,-0.0102,-0.1640,1.2256,0.2277,0.1125,2.6202,0.1295,0.7197,-0.0170,0.6230,0.7058,-0.1940,-0.0116,-0.4445,-0.5113,-0.5597,-0.7077,-0.5957,-0.0658,-0.6103,0.4538,-0.0755,-0.5326,-0.2389,0.1412,0.7750,-0.5398,-0.6779,1.6588,-0.6764,-0.6810,0.0240,-0.3690,0.1665,-0.9007,0.7355,-0.0794,-0.3087,3.0727,-0.4287,1.8640
0,n/a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
93683,Glce,0.0000,0.0000,0.0000,0.0000,-0.2467,0.1517,0.6233,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-0.3445,0.0000,0.0000,-0.4019,0.0000,0.0000,-0.4014,-0.4009,0.0000,-0.3705,-0.4009,0.0000,0.4133,-0.4009,-0.3571,0.0000,0.0000,-0.3811,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-0.4004,0.0000,0.0000,0.0000,-0.4009,1.4997,0.0081,0.0000,3.2085,4.8350,-0.3147,0.0000,1.1620,0.0000,0.0500,-0.0974,0.3762,-0.2332,-0.3696,-0.3542,-0.2145,2.2628,-0.3995,0.0000,0.0000,0.0000,0.7746,0.0000,0.0000,1.3157,-0.2019,0.0000,0.2972,0.9351,0.6465,-0.3012,-0.2780,0.0000,-0.2525,1.4395,1.7261,0.0000,0.6373,0.0000,0.0385,0.0000,-0.3474,-0.3537,0.7207,-0.3657,0.1912,0.0000,0.0000,-0.2747,0.0000,-0.0039,-0.3262,1.3672,1.7835,-0.3619,1.6823,-0.3330,3.0905,0.0000,0.0000,0.5039,2.9248,0.6233,-0.3893,0.9355,0.0000,-0.4014,0.7698,0.0934,-0.3282,1.2670,1.5498,0.0000,0.3372,1.1311,-0.1918,-0.1619,0.5231,0.4090,1.4881,0.0664,4.8793,0.0000,1.7285,0.0000,1.1345,2.6251,0.6190,4.0410,0.0000,0.8647,0.0000,2.2806,-0.3995,0.5096,1.9535,-0.3884,0.0000,0.0000,1.2024,0.8324,-0.3720,0.2837,-0.3017,0.0000,6.2707,-0.0507,0.7221,2.4782,0.0000,0.6127,0.0000,1.5382,0.0000,1.4106,0.8609,0.0000,2.4189,0.0000,0.0000,1.8056,3.0312,1.5835,1.8124,1.3527,0.8748,0.9240,1.6808,-0.4009,0.0000,4.3739,0.5231,0.3449,2.0629,1.4212,1.1976,0.6301,0.6566,-0.1509,0.0000,-0.4014,2.1202,-0.1456,-0.2212,0.0000,0.0000,-0.3156,1.4525,0.0000,-0.3970,2.9339,2.1703,-0.3932,0.9919,-0.3320,0.0000,0.1112,-0.3937,-0.0454,0.5858
0,n/a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19699,Reln,0.0000,0.0000,0.0000,-0.2888,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-0.2888,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-0.2884,0.0000,0.0000,0.0000,0.0000,-0.2884,0.0000,0.0000,-0.2888,0.0000,0.0000,0.0000,0.9602,1.4271,1.0558,1.2532,0.0716,0.7523,2.1062,2.2703,1.5450,1.7898,1.3472,0.0735,-0.0303,2.0083,2.1834,3.0490,4.3391,1.9895,1.7537,1.5399,1.0703,0.0000,-0.2884,0.0000,2.8484,1.4200,1.3672,0.0000,1.5513,0.6148,0.5882,-0.2884,0.6171,1.9488,4.6403,1.0797,0.1734,0.0000,-0.0659,3.6968,2.2167,0.0000,0.4100,1.5697,0.8255,0.0000,0.4695,2.0267,-0.2884,0.0579,0.1370,0.0018,0.5772,-0.2884,0.0700,0.5991,0.1742,1.1514,1.1267,1.4917,1.7428,3.0885,-0.2277,2.1352,0.0000,0.0000,-0.2888,0.0590,0.5862,2.7928,-0.2884,2.0068,0.2502,0.7115,1.8242,0.8604,3.7320,2.0134,0.0000,0.0000,4.8643,1.8744,3.5804,0.2016,2.0816,0.0000,0.0000,2.2774,0.0112,0.2756,0.5106,0.3528,-0.1129,4.2408,1.0429,2.1987,-0.0882,0.5447,0.0520,1.5795,-0.2606,1.1228,1.8442,0.3281,1.0002,1.4992,1.2591,0.0000,1.7083,1.7295,2.6299,0.7245,0.9222,0.1346,0.1041,0.4812,1.4737,0.4812,0.5322,1.8348,0.7331,0.2247,0.4566,-0.2794,2.9796,1.0057,1.3437,0.4613,-0.1215,0.0000,0.0000,0.0000,0.3438,-0.2884,-0.0714,-0.2422,0.0000,-0.2433,0.0821,-0.1564,0.4291,0.0000,0.0000,0.0000,0.8224,0.0716,-0.2868,0.0000,0.2357,0.0000,0.3430,0.0000,-0.2888,0.1844,-0.2888,-0.0781,0.0000,0.0000,0.0065,0.0000,3.0705
0,n/a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
