cell_no,X-micron,Y-micron,T-min,region,geno
2015-12-02-pos2,256.477,181.641,0,soma,dlx
2015-12-02-pos2,256.477,179.461,90,soma,dlx
2015-12-02-pos2,252.117,172.922,180,soma,dlx
2015-12-02-pos2,245.578,167.836,270,soma,dlx
2015-12-02-pos2,245.578,167.836,360,soma,dlx
2015-12-02-pos2,245.578,167.836,450,soma,dlx
2015-12-02-pos2,240.492,167.836,540,soma,dlx
2015-12-02-pos2,219.422,164.203,630,soma,dlx
2015-12-02-pos2,217.969,160.57,720,soma,dlx
2015-12-02-pos2,217.969,160.57,810,soma,dlx
2015-12-02-pos2,215.063,167.11,900,soma,dlx
2015-12-02-pos2,215.063,167.11,990,soma,dlx
2015-12-02-pos2,205.617,167.11,1080,soma,dlx
2015-12-02-pos2,205.617,167.11,1170,soma,dlx
2015-12-02-pos2,204.891,167.11,1260,soma,dlx
2015-12-02-pos2,201.985,168.563,1350,soma,dlx
2015-12-02-pos2,201.258,168.563,1440,soma,dlx
2015-12-02-pos2,193.992,172.195,1530,soma,dlx
2015-12-02-pos2,191.813,170.016,1620,soma,dlx
2015-12-02-pos2,188.18,167.836,1710,soma,dlx
2015-12-02-pos2,188.18,169.289,1800,soma,dlx
2015-12-02-pos2,183.094,170.742,1890,soma,dlx
2015-12-02-pos2,183.094,170.742,1980,soma,dlx
2015-12-02-pos2,183.094,170.742,2070,soma,dlx
2015-12-02-pos2,180.914,170.742,2160,soma,dlx
2015-12-02-pos2,180.188,170.742,2250,soma,dlx
2015-12-02-pos2,181.641,173.649,2340,soma,dlx
2015-12-02-pos2,177.281,170.016,2430,soma,dlx
2015-12-02-pos2,178.008,169.289,2520,soma,dlx
2015-12-02-pos2,175.102,168.563,2610,soma,dlx
2015-12-02-pos2,177.281,170.742,2700,soma,dlx
2015-12-02-pos2,172.922,172.922,2790,soma,dlx
2015-12-02-pos2,172.922,175.828,2880,soma,dlx
2015-12-02-pos2,279.727,189.633,0,N-tip,dlx
2015-12-02-pos2,285.539,193.266,90,N-tip,dlx
2015-12-02-pos2,288.446,193.992,180,N-tip,dlx
2015-12-02-pos2,291.352,193.266,270,N-tip,dlx
2015-12-02-pos2,292.078,193.266,360,N-tip,dlx
2015-12-02-pos2,292.078,193.266,450,N-tip,dlx
2015-12-02-pos2,294.985,197.625,540,N-tip,dlx
2015-12-02-pos2,294.985,196.899,630,N-tip,dlx
2015-12-02-pos2,293.531,199.805,720,N-tip,dlx
2015-12-02-pos2,289.172,196.899,810,N-tip,dlx
2015-12-02-pos2,289.172,196.172,900,N-tip,dlx
2015-12-02-pos2,286.992,196.172,990,N-tip,dlx
2015-12-02-pos2,286.992,196.899,1080,N-tip,dlx
2015-12-02-pos2,285.539,199.078,1170,N-tip,dlx
2015-12-02-pos2,283.36,196.899,1260,N-tip,dlx
2015-12-02-pos2,284.813,199.078,1350,N-tip,dlx
2015-12-02-pos2,277.547,197.625,1440,N-tip,dlx
2015-12-02-pos2,280.453,198.352,1530,N-tip,dlx
2015-12-02-pos2,279.727,198.352,1620,N-tip,dlx
2015-12-02-pos2,276.821,196.899,1710,N-tip,dlx
2015-12-02-pos2,277.547,196.899,1800,N-tip,dlx
2015-12-02-pos2,275.367,197.625,1890,N-tip,dlx
2015-12-02-pos2,276.821,199.078,1980,N-tip,dlx
2015-12-02-pos2,273.914,198.352,2070,N-tip,dlx
2015-12-02-pos2,275.367,197.625,2160,N-tip,dlx
2015-12-02-pos2,277.547,197.625,2250,N-tip,dlx
2015-12-02-pos2,275.367,196.172,2340,N-tip,dlx
2015-12-02-pos2,274.641,196.172,2430,N-tip,dlx
2015-12-02-pos2,276.094,196.172,2520,N-tip,dlx
2015-12-02-pos2,274.641,194.719,2610,N-tip,dlx
2015-12-02-pos2,273.914,195.445,2700,N-tip,dlx
2015-12-02-pos2,307.336,195.445,2790,N-tip,dlx
2015-12-02-pos2,318.235,193.266,2880,N-tip,dlx
2016-03-22-pos2_c1,97.359,144.223,0,soma,nkx
2016-03-22-pos2_c1,86.461,137.32,90,soma,nkx
2016-03-22-pos2_c1,81.375,135.504,180,soma,nkx
2016-03-22-pos2_c1,72.293,98.813,270,soma,nkx
2016-03-22-pos2_c1,71.203,88.641,360,soma,nkx
2016-03-22-pos2_c1,72.293,85.371,450,soma,nkx
2016-03-22-pos2_c1,64.664,86.461,540,soma,nkx
2016-03-22-pos2_c1,69.387,89.731,630,soma,nkx
2016-03-22-pos2_c1,75.199,99.176,720,soma,nkx
2016-03-22-pos2_c1,77.016,102.809,810,soma,nkx
2016-03-22-pos2_c1,92.274,122.063,900,soma,nkx
2016-03-22-pos2_c1,98.449,135.504,990,soma,nkx
2016-03-22-pos2_c1,100.266,145.313,1080,soma,nkx
2016-03-22-pos2_c1,104.262,149.672,1170,soma,nkx
2016-03-22-pos2_c1,114.434,166.383,1260,soma,nkx
2016-03-22-pos2_c1,115.524,166.746,1350,soma,nkx
2016-03-22-pos2_c1,128.965,178.735,1440,soma,nkx
2016-03-22-pos2_c1,132.961,183.82,1530,soma,nkx
2016-03-22-pos2_c1,149.672,199.805,1620,soma,nkx
2016-03-22-pos2_c1,160.207,210.34,1710,soma,nkx
2016-03-22-pos2_c1,157.301,208.16,1800,soma,nkx
2016-03-22-pos2_c1,155.848,204.891,1890,soma,nkx
2016-03-22-pos2_c1,157.301,206.707,1980,soma,nkx
2016-03-22-pos2_c1,159.481,206.707,2070,soma,nkx
2016-03-22-pos2_c1,67.57,120.609,0,N-tip,nkx
2016-03-22-pos2_c1,67.207,116.977,90,N-tip,nkx
2016-03-22-pos2_c1,78.106,82.102,180,N-tip,nkx
2016-03-22-pos2_c1,62.848,71.93,270,N-tip,nkx
2016-03-22-pos2_c1,95.18,55.219,360,N-tip,nkx
2016-03-22-pos2_c1,107.168,35.602,450,N-tip,nkx
2016-03-22-pos2_c1,87.914,66.481,540,N-tip,nkx
2016-03-22-pos2_c1,76.652,77.016,630,N-tip,nkx
2016-03-22-pos2_c1,70.84,87.551,720,N-tip,nkx
2016-03-22-pos2_c1,55.945,106.805,810,N-tip,nkx
2016-03-22-pos2_c1,86.098,109.711,900,N-tip,nkx
2016-03-22-pos2_c1,90.82,121.699,990,N-tip,nkx
2016-03-22-pos2_c1,96.633,129.328,1080,N-tip,nkx
2016-03-22-pos2_c1,98.813,136.231,1170,N-tip,nkx
2016-03-22-pos2_c1,104.625,150.035,1260,N-tip,nkx
2016-03-22-pos2_c1,105.352,151.488,1350,N-tip,nkx
2016-03-22-pos2_c1,107.168,160.57,1440,N-tip,nkx
2016-03-22-pos2_c1,122.063,174.738,1530,N-tip,nkx
2016-03-22-pos2_c1,132.961,182.367,1620,N-tip,nkx
2016-03-22-pos2_c1,134.051,183.82,1710,N-tip,nkx
2016-03-22-pos2_c1,108.621,166.383,1800,N-tip,nkx
2016-03-22-pos2_c1,102.082,159.844,1890,N-tip,nkx
2016-03-22-pos2_c1,113.707,170.016,1980,N-tip,nkx
2016-03-22-pos2_c1,134.414,188.18,2070,N-tip,nkx
2016-03-22-pos2_c2,222.692,44.684,0,soma,nkx
2016-03-22-pos2_c2,223.781,74.109,90,soma,nkx
2016-03-22-pos2_c2,231.047,105.715,180,soma,nkx
2016-03-22-pos2_c2,232.5,122.426,270,soma,nkx
2016-03-22-pos2_c2,227.778,148.945,360,soma,nkx
2016-03-22-pos2_c2,233.953,162.387,450,soma,nkx
2016-03-22-pos2_c2,235.043,163.113,540,soma,nkx
2016-03-22-pos2_c2,233.953,162.024,630,soma,nkx
2016-03-22-pos2_c2,233.59,160.57,720,soma,nkx
2016-03-22-pos2_c2,230.684,152.578,810,soma,nkx
2016-03-22-pos2_c2,230.32,154.031,900,soma,nkx
2016-03-22-pos2_c2,229.957,152.215,990,soma,nkx
2016-03-22-pos2_c2,219.059,138.41,1080,soma,nkx
2016-03-22-pos2_c2,201.621,116.25,1170,soma,nkx
2016-03-22-pos2_c2,197.625,114.797,1260,soma,nkx
2016-03-22-pos2_c2,189.996,107.895,1350,soma,nkx
2016-03-22-pos2_c2,188.18,106.805,1440,soma,nkx
2016-03-22-pos2_c2,192.176,111.164,1530,soma,nkx
2016-03-22-pos2_c2,191.449,110.438,1620,soma,nkx
2016-03-22-pos2_c2,187.09,108.984,1710,soma,nkx
2016-03-22-pos2_c2,188.906,111.891,1800,soma,nkx
2016-03-22-pos2_c2,190.36,112.254,1890,soma,nkx
2016-03-22-pos2_c2,192.539,113.344,1980,soma,nkx
2016-03-22-pos2_c2,201.621,124.242,2070,soma,nkx
2016-03-22-pos2_c2,215.426,138.047,2160,soma,nkx
2016-03-22-pos2_c2,230.684,154.031,2250,soma,nkx
2016-03-22-pos2_c2,233.59,160.57,2340,soma,nkx
2016-03-22-pos2_c2,237.949,164.567,2430,soma,nkx
2016-03-22-pos2_c2,240.856,167.11,2520,soma,nkx
2016-03-22-pos2_c2,252.844,179.824,2610,soma,nkx
2016-03-22-pos2_c2,256.113,183.82,2700,soma,nkx
2016-03-22-pos2_c2,262.289,191.449,2790,soma,nkx
2016-03-22-pos2_c2,267.375,199.078,2880,soma,nkx
2016-03-22-pos2_c2,269.555,200.531,2970,soma,nkx
2016-03-22-pos2_c2,270.281,200.531,3060,soma,nkx
2016-03-22-pos2_c2,272.098,203.074,3150,soma,nkx
2016-03-22-pos2_c2,273.914,203.801,3240,soma,nkx
2016-03-22-pos2_c2,214.336,39.961,0,N-tip,nkx
2016-03-22-pos2_c2,224.871,39.234,90,N-tip,nkx
2016-03-22-pos2_c2,228.504,91.547,180,N-tip,nkx
2016-03-22-pos2_c2,230.684,111.164,270,N-tip,nkx
2016-03-22-pos2_c2,231.047,132.961,360,N-tip,nkx
2016-03-22-pos2_c2,220.512,133.688,450,N-tip,nkx
2016-03-22-pos2_c2,212.52,127.512,540,N-tip,nkx
2016-03-22-pos2_c2,209.613,122.063,630,N-tip,nkx
2016-03-22-pos2_c2,208.16,122.789,720,N-tip,nkx
2016-03-22-pos2_c2,207.797,115.16,810,N-tip,nkx
2016-03-22-pos2_c2,208.16,117.34,900,N-tip,nkx
2016-03-22-pos2_c2,209.25,122.063,990,N-tip,nkx
2016-03-22-pos2_c2,175.465,85.008,1080,N-tip,nkx
2016-03-22-pos2_c2,168.926,79.922,1170,N-tip,nkx
2016-03-22-pos2_c2,156.938,60.668,1260,N-tip,nkx
2016-03-22-pos2_c2,161.297,63.211,1350,N-tip,nkx
2016-03-22-pos2_c2,163.84,78.106,1440,N-tip,nkx
2016-03-22-pos2_c2,172.559,82.828,1530,N-tip,nkx
2016-03-22-pos2_c2,167.11,79.559,1620,N-tip,nkx
2016-03-22-pos2_c2,166.746,79.559,1710,N-tip,nkx
2016-03-22-pos2_c2,174.012,88.641,1800,N-tip,nkx
2016-03-22-pos2_c2,177.645,93.363,1890,N-tip,nkx
2016-03-22-pos2_c2,181.641,98.086,1980,N-tip,nkx
2016-03-22-pos2_c2,194.719,113.344,2070,N-tip,nkx
2016-03-22-pos2_c2,196.899,117.703,2160,N-tip,nkx
2016-03-22-pos2_c2,208.16,127.512,2250,N-tip,nkx
2016-03-22-pos2_c2,215.426,135.867,2340,N-tip,nkx
2016-03-22-pos2_c2,224.145,146.402,2430,N-tip,nkx
2016-03-22-pos2_c2,225.598,146.766,2520,N-tip,nkx
2016-03-22-pos2_c2,233.953,154.758,2610,N-tip,nkx
2016-03-22-pos2_c2,239.403,163.84,2700,N-tip,nkx
2016-03-22-pos2_c2,247.758,172.195,2790,N-tip,nkx
2016-03-22-pos2_c2,250.664,175.828,2880,N-tip,nkx
2016-03-22-pos2_c2,257.203,184.547,2970,N-tip,nkx
2016-03-22-pos2_c2,246.305,181.277,3060,N-tip,nkx
2016-03-22-pos2_c2,262.289,175.102,3150,N-tip,nkx
2016-03-22-pos2_c2,262.289,174.375,3240,N-tip,nkx
2016-03-22-pos2_c3,13.805,215.063,0,soma,nkx
2016-03-22-pos2_c3,20.344,215.789,90,soma,nkx
2016-03-22-pos2_c3,21.07,215.426,180,soma,nkx
2016-03-22-pos2_c3,21.434,214.699,270,soma,nkx
2016-03-22-pos2_c3,8.355,216.153,360,soma,nkx
2016-03-22-pos2_c3,34.512,216.516,450,soma,nkx
2016-03-22-pos2_c3,40.688,215.789,540,soma,nkx
2016-03-22-pos2_c3,50.133,218.695,630,soma,nkx
2016-03-22-pos2_c3,51.586,221.602,720,soma,nkx
2016-03-22-pos2_c3,50.133,218.332,810,soma,nkx
2016-03-22-pos2_c3,50.859,221.238,900,soma,nkx
2016-03-22-pos2_c3,50.496,221.602,990,soma,nkx
2016-03-22-pos2_c3,62.484,223.418,1080,soma,nkx
2016-03-22-pos2_c3,63.938,225.961,1170,soma,nkx
2016-03-22-pos2_c3,64.664,225.598,1260,soma,nkx
2016-03-22-pos2_c3,66.844,225.235,1350,soma,nkx
2016-03-22-pos2_c3,63.574,224.871,1440,soma,nkx
2016-03-22-pos2_c3,71.566,226.324,1530,soma,nkx
2016-03-22-pos2_c3,72.656,227.414,1620,soma,nkx
2016-03-22-pos2_c3,78.106,221.602,1710,soma,nkx
2016-03-22-pos2_c3,80.649,223.418,1800,soma,nkx
2016-03-22-pos2_c3,81.375,224.145,1890,soma,nkx
2016-03-22-pos2_c3,101.719,223.781,1980,soma,nkx
2016-03-22-pos2_c3,106.441,226.324,2070,soma,nkx
2016-03-22-pos2_c3,106.078,226.688,2160,soma,nkx
2016-03-22-pos2_c3,105.352,227.051,2250,soma,nkx
2016-03-22-pos2_c3,105.715,227.778,2340,soma,nkx
2016-03-22-pos2_c3,105.352,229.231,2430,soma,nkx
2016-03-22-pos2_c3,104.988,228.504,2520,soma,nkx
2016-03-22-pos2_c3,107.531,232.137,2610,soma,nkx
2016-03-22-pos2_c3,107.168,235.043,2700,soma,nkx
2016-03-22-pos2_c3,116.613,237.949,2790,soma,nkx
2016-03-22-pos2_c3,128.965,241.219,2880,soma,nkx
2016-03-22-pos2_c3,135.867,243.035,2970,soma,nkx
2016-03-22-pos2_c3,140.59,244.852,3060,soma,nkx
2016-03-22-pos2_c3,147.856,247.395,3150,soma,nkx
2016-03-22-pos2_c3,150.399,248.121,3240,soma,nkx
2016-03-22-pos2_c3,1.09,216.516,0,N-tip,nkx
2016-03-22-pos2_c3,6.176,251.028,90,N-tip,nkx
2016-03-22-pos2_c3,4.723,209.25,180,N-tip,nkx
2016-03-22-pos2_c3,2.18,211.067,270,N-tip,nkx
2016-03-22-pos2_c3,1.09,215.063,360,N-tip,nkx
2016-03-22-pos2_c3,7.992,215.789,450,N-tip,nkx
2016-03-22-pos2_c3,3.27,217.606,540,N-tip,nkx
2016-03-22-pos2_c3,9.082,216.153,630,N-tip,nkx
2016-03-22-pos2_c3,19.617,216.879,720,N-tip,nkx
2016-03-22-pos2_c3,19.254,219.422,810,N-tip,nkx
2016-03-22-pos2_c3,15.984,217.606,900,N-tip,nkx
2016-03-22-pos2_c3,16.348,218.695,990,N-tip,nkx
2016-03-22-pos2_c3,17.438,219.422,1080,N-tip,nkx
2016-03-22-pos2_c3,19.617,219.422,1170,N-tip,nkx
2016-03-22-pos2_c3,19.254,220.875,1260,N-tip,nkx
2016-03-22-pos2_c3,17.074,222.328,1350,N-tip,nkx
2016-03-22-pos2_c3,19.254,221.602,1440,N-tip,nkx
2016-03-22-pos2_c3,18.164,220.149,1530,N-tip,nkx
2016-03-22-pos2_c3,17.074,219.059,1620,N-tip,nkx
2016-03-22-pos2_c3,17.801,221.602,1710,N-tip,nkx
2016-03-22-pos2_c3,17.801,221.602,1800,N-tip,nkx
2016-03-22-pos2_c3,15.984,220.875,1890,N-tip,nkx
2016-03-22-pos2_c3,21.07,217.606,1980,N-tip,nkx
2016-03-22-pos2_c3,35.965,216.153,2070,N-tip,nkx
2016-03-22-pos2_c3,75.199,226.688,2160,N-tip,nkx
2016-03-22-pos2_c3,70.477,227.051,2250,N-tip,nkx
2016-03-22-pos2_c3,74.109,228.867,2340,N-tip,nkx
2016-03-22-pos2_c3,79.195,224.508,2430,N-tip,nkx
2016-03-22-pos2_c3,76.652,225.961,2520,N-tip,nkx
2016-03-22-pos2_c3,91.184,224.145,2610,N-tip,nkx
2016-03-22-pos2_c3,99.539,228.867,2700,N-tip,nkx
2016-03-22-pos2_c3,96.633,222.328,2790,N-tip,nkx
2016-03-22-pos2_c3,111.164,234.317,2880,N-tip,nkx
2016-03-22-pos2_c3,112.254,235.406,2970,N-tip,nkx
2016-03-22-pos2_c3,122.789,239.766,3060,N-tip,nkx
2016-03-22-pos2_c3,118.066,231.047,3150,N-tip,nkx
2016-03-22-pos2_c3,132.234,240.129,3240,N-tip,nkx
2016-03-22-pos2_c4,155.121,117.703,0,soma,nkx
2016-03-22-pos2_c4,140.59,109.348,90,soma,nkx
2016-03-22-pos2_c4,139.137,112.254,180,soma,nkx
2016-03-22-pos2_c4,144.949,113.707,270,soma,nkx
2016-03-22-pos2_c4,148.219,118.43,360,soma,nkx
2016-03-22-pos2_c4,144.223,114.07,450,soma,nkx
2016-03-22-pos2_c4,160.57,124.969,540,soma,nkx
2016-03-22-pos2_c4,168.199,129.328,630,soma,nkx
2016-03-22-pos2_c4,181.277,141.68,720,soma,nkx
2016-03-22-pos2_c4,180.551,142.77,810,soma,nkx
2016-03-22-pos2_c4,180.188,144.949,900,soma,nkx
2016-03-22-pos2_c4,180.914,147.856,990,soma,nkx
2016-03-22-pos2_c4,187.09,152.215,1080,soma,nkx
2016-03-22-pos2_c4,186.727,151.125,1170,soma,nkx
2016-03-22-pos2_c4,186.363,150.762,1260,soma,nkx
2016-03-22-pos2_c4,189.633,155.484,1350,soma,nkx
2016-03-22-pos2_c4,191.086,154.758,1440,soma,nkx
2016-03-22-pos2_c4,197.988,160.207,1530,soma,nkx
2016-03-22-pos2_c4,196.899,160.934,1620,soma,nkx
2016-03-22-pos2_c4,200.168,164.567,1710,soma,nkx
2016-03-22-pos2_c4,200.895,167.473,1800,soma,nkx
2016-03-22-pos2_c4,200.531,166.383,1890,soma,nkx
2016-03-22-pos2_c4,210.703,176.555,1980,soma,nkx
2016-03-22-pos2_c4,219.059,183.82,2070,soma,nkx
2016-03-22-pos2_c4,234.317,195.445,2160,soma,nkx
2016-03-22-pos2_c4,240.856,200.895,2250,soma,nkx
2016-03-22-pos2_c4,244.125,203.801,2340,soma,nkx
2016-03-22-pos2_c4,245.942,208.887,2430,soma,nkx
2016-03-22-pos2_c4,245.578,207.434,2520,soma,nkx
2016-03-22-pos2_c4,261.926,224.871,2610,soma,nkx
2016-03-22-pos2_c4,262.289,228.867,2700,soma,nkx
2016-03-22-pos2_c4,265.559,228.504,2790,soma,nkx
2016-03-22-pos2_c4,269.192,228.141,2880,soma,nkx
2016-03-22-pos2_c4,269.192,231.047,2970,soma,nkx
2016-03-22-pos2_c4,269.555,228.504,3060,soma,nkx
2016-03-22-pos2_c4,269.555,228.867,3150,soma,nkx
2016-03-22-pos2_c4,272.098,229.957,3240,soma,nkx
2016-03-22-pos2_c4,93.727,85.371,0,N-tip,nkx
2016-03-22-pos2_c4,91.547,86.824,90,N-tip,nkx
2016-03-22-pos2_c4,116.25,87.914,180,N-tip,nkx
2016-03-22-pos2_c4,120.609,90.457,270,N-tip,nkx
2016-03-22-pos2_c4,134.051,101.719,360,N-tip,nkx
2016-03-22-pos2_c4,135.504,107.895,450,N-tip,nkx
2016-03-22-pos2_c4,155.121,121.336,540,N-tip,nkx
2016-03-22-pos2_c4,159.481,126.059,630,N-tip,nkx
2016-03-22-pos2_c4,163.477,127.512,720,N-tip,nkx
2016-03-22-pos2_c4,162.024,126.422,810,N-tip,nkx
2016-03-22-pos2_c4,145.676,105.715,900,N-tip,nkx
2016-03-22-pos2_c4,160.57,123.879,990,N-tip,nkx
2016-03-22-pos2_c4,149.309,108.258,1080,N-tip,nkx
2016-03-22-pos2_c4,149.672,109.348,1170,N-tip,nkx
2016-03-22-pos2_c4,160.207,125.332,1260,N-tip,nkx
2016-03-22-pos2_c4,157.664,128.238,1350,N-tip,nkx
2016-03-22-pos2_c4,159.117,128.965,1440,N-tip,nkx
2016-03-22-pos2_c4,159.117,131.871,1530,N-tip,nkx
2016-03-22-pos2_c4,147.856,127.149,1620,N-tip,nkx
2016-03-22-pos2_c4,134.414,116.977,1710,N-tip,nkx
2016-03-22-pos2_c4,136.594,115.524,1800,N-tip,nkx
2016-03-22-pos2_c4,138.047,114.434,1890,N-tip,nkx
2016-03-22-pos2_c4,179.461,146.766,1980,N-tip,nkx
2016-03-22-pos2_c4,200.531,163.84,2070,N-tip,nkx
2016-03-22-pos2_c4,205.254,170.016,2160,N-tip,nkx
2016-03-22-pos2_c4,217.606,180.551,2250,N-tip,nkx
2016-03-22-pos2_c4,225.961,184.547,2340,N-tip,nkx
2016-03-22-pos2_c4,229.231,196.172,2430,N-tip,nkx
2016-03-22-pos2_c4,230.32,194.719,2520,N-tip,nkx
2016-03-22-pos2_c4,229.594,196.535,2610,N-tip,nkx
2016-03-22-pos2_c4,229.231,196.172,2700,N-tip,nkx
2016-03-22-pos2_c4,231.41,197.625,2790,N-tip,nkx
2016-03-22-pos2_c4,232.5,196.899,2880,N-tip,nkx
2016-03-22-pos2_c4,236.496,203.074,2970,N-tip,nkx
2016-03-22-pos2_c4,236.496,204.164,3060,N-tip,nkx
2016-03-22-pos2_c4,252.844,217.969,3150,N-tip,nkx
2016-03-22-pos2_c4,247.031,217.242,3240,N-tip,nkx
2015-12-02-pos4,239.766,87.188,0,soma,dlx
2015-12-02-pos4,239.766,90.094,90,soma,dlx
2015-12-02-pos4,238.313,95.18,180,soma,dlx
2015-12-02-pos4,239.039,89.367,270,soma,dlx
2015-12-02-pos4,239.039,88.641,360,soma,dlx
2015-12-02-pos4,233.953,93.727,450,soma,dlx
2015-12-02-pos4,235.406,111.891,540,soma,dlx
2015-12-02-pos4,234.68,115.524,630,soma,dlx
2015-12-02-pos4,238.313,119.156,720,soma,dlx
2015-12-02-pos4,238.313,119.156,810,soma,dlx
2015-12-02-pos4,236.86,122.789,900,soma,dlx
2015-12-02-pos4,236.86,122.789,990,soma,dlx
2015-12-02-pos4,236.86,122.789,1080,soma,dlx
2015-12-02-pos4,236.86,122.789,1170,soma,dlx
2015-12-02-pos4,233.953,130.055,1260,soma,dlx
2015-12-02-pos4,232.5,132.234,1350,soma,dlx
2015-12-02-pos4,232.5,132.234,1440,soma,dlx
2015-12-02-pos4,230.32,135.141,1530,soma,dlx
2015-12-02-pos4,231.047,137.32,1620,soma,dlx
2015-12-02-pos4,231.047,133.688,1710,soma,dlx
2015-12-02-pos4,225.961,135.867,1800,soma,dlx
2015-12-02-pos4,228.141,133.688,1890,soma,dlx
2015-12-02-pos4,228.141,134.414,1980,soma,dlx
2015-12-02-pos4,226.688,136.594,2070,soma,dlx
2015-12-02-pos4,226.688,136.594,2160,soma,dlx
2015-12-02-pos4,225.235,136.594,2250,soma,dlx
2015-12-02-pos4,225.235,136.594,2340,soma,dlx
2015-12-02-pos4,225.235,136.594,2430,soma,dlx
2015-12-02-pos4,225.235,136.594,2520,soma,dlx
2015-12-02-pos4,225.235,136.594,2610,soma,dlx
2015-12-02-pos4,219.422,141.68,2700,soma,dlx
2015-12-02-pos4,216.516,140.953,2790,soma,dlx
2015-12-02-pos4,216.516,140.953,2880,soma,dlx
2015-12-02-pos4,215.063,141.68,2970,soma,dlx
2015-12-02-pos4,215.063,142.406,3060,soma,dlx
2015-12-02-pos4,214.336,143.133,3150,soma,dlx
2015-12-02-pos4,212.883,144.586,3240,soma,dlx
2015-12-02-pos4,212.883,144.586,3330,soma,dlx
2015-12-02-pos4,210.703,148.219,3420,soma,dlx
2015-12-02-pos4,208.524,148.219,3510,soma,dlx
2015-12-02-pos4,208.524,148.945,3600,soma,dlx
2015-12-02-pos4,210.703,55.219,0,N-tip,dlx
2015-12-02-pos4,250.664,77.016,90,N-tip,dlx
2015-12-02-pos4,262.289,66.844,180,N-tip,dlx
2015-12-02-pos4,262.289,64.664,270,N-tip,dlx
2015-12-02-pos4,264.469,61.758,360,N-tip,dlx
2015-12-02-pos4,247.758,79.922,450,N-tip,dlx
2015-12-02-pos4,273.188,95.18,540,N-tip,dlx
2015-12-02-pos4,286.992,36.328,630,N-tip,dlx
2015-12-02-pos4,279.727,30.516,720,N-tip,dlx
2015-12-02-pos4,251.391,6.539,810,N-tip,dlx
2015-12-02-pos4,247.031,7.992,900,N-tip,dlx
2015-12-02-pos4,246.305,10.172,990,N-tip,dlx
2015-12-02-pos4,256.477,14.531,1080,N-tip,dlx
